2023-11-07 16:11:39.378 INFO  [background-preinit] [o.h.validator.internal.util.Version] - HV000001: Hibernate Validator 6.2.5.Final
2023-11-07 16:11:41.112 INFO  [restartedMain] [o.s.s.web.DefaultSecurityFilterChain] - Will secure any request with [org.springframework.security.web.session.DisableEncodeUrlFilter@26c5fc3c, org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@ba8e71a, org.springframework.security.web.context.SecurityContextPersistenceFilter@76faa5af, org.springframework.security.web.header.HeaderWriterFilter@12fa6aee, org.springframework.security.web.csrf.CsrfFilter@63845889, org.springframework.security.web.authentication.logout.LogoutFilter@acd7d37, org.springframework.security.web.authentication.UsernamePasswordAuthenticationFilter@75bd57f8, org.springframework.security.web.authentication.ui.DefaultLoginPageGeneratingFilter@45c77940, org.springframework.security.web.authentication.ui.DefaultLogoutPageGeneratingFilter@5c04cfc8, org.springframework.security.web.authentication.www.BasicAuthenticationFilter@67f94731, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@4a73dc3, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@3f8a8c56, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@35bbef18, org.springframework.security.web.session.SessionManagementFilter@303bba6c, org.springframework.security.web.access.ExceptionTranslationFilter@567f0bff, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@c9d36b0]
2023-11-07 16:11:41.135 INFO  [restartedMain] [o.s.b.d.a.OptionalLiveReloadServer] - LiveReload server is running on port 35729
2023-11-07 16:11:41.144 INFO  [restartedMain] [o.apache.coyote.http11.Http11NioProtocol] - Starting ProtocolHandler ["http-nio-8085"]
2023-11-07 16:11:41.156 INFO  [restartedMain] [o.s.b.w.embedded.tomcat.TomcatWebServer] - Tomcat started on port(s): 8085 (http) with context path ''
2023-11-07 16:11:41.164 INFO  [restartedMain] [com.shop.ShopApplication] - Started ShopApplication in 2.199 seconds (JVM running for 2.85)
2023-11-07 16:12:06.609 INFO  [http-nio-8085-exec-1] [o.a.c.c.C.[Tomcat].[localhost].[/]] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2023-11-07 16:12:06.609 INFO  [http-nio-8085-exec-1] [o.s.web.servlet.DispatcherServlet] - Initializing Servlet 'dispatcherServlet'
2023-11-07 16:12:06.610 INFO  [http-nio-8085-exec-1] [o.s.web.servlet.DispatcherServlet] - Completed initialization in 1 ms
2023-11-07 16:20:08.949 INFO  [background-preinit] [o.h.validator.internal.util.Version] - HV000001: Hibernate Validator 6.2.5.Final
2023-11-07 16:20:08.978 INFO  [restartedMain] [com.shop.ShopApplication] - Starting ShopApplication using Java 17.0.7 on FULL8-006 with PID 20612 (D:\kuyejin\pro05\shop\build\classes\java\main started by db400tea in D:\kuyejin\pro05\shop)
2023-11-07 16:20:08.979 INFO  [restartedMain] [com.shop.ShopApplication] - No active profile set, falling back to 1 default profile: "default"
2023-11-07 16:20:09.340 INFO  [restartedMain] [o.s.b.d.e.DevToolsPropertyDefaultsPostProcessor] - Devtools property defaults active! Set 'spring.devtools.add-properties' to 'false' to disable
2023-11-07 16:20:09.340 INFO  [restartedMain] [o.s.b.d.e.DevToolsPropertyDefaultsPostProcessor] - For additional web related logging consider setting the 'logging.level.web' property to 'DEBUG'
2023-11-07 16:20:10.023 WARN  [restartedMain] [o.m.spring.mapper.ClassPathMapperScanner] - No MyBatis mapper was found in '[com.shop]' package. Please check your configuration.
2023-11-07 16:20:10.363 INFO  [restartedMain] [o.s.b.w.embedded.tomcat.TomcatWebServer] - Tomcat initialized with port(s): 8085 (http)
2023-11-07 16:20:10.370 INFO  [restartedMain] [o.apache.coyote.http11.Http11NioProtocol] - Initializing ProtocolHandler ["http-nio-8085"]
2023-11-07 16:20:10.371 INFO  [restartedMain] [org.apache.catalina.core.StandardService] - Starting service [Tomcat]
2023-11-07 16:20:10.372 INFO  [restartedMain] [org.apache.catalina.core.StandardEngine] - Starting Servlet engine: [Apache Tomcat/9.0.82]
2023-11-07 16:20:10.422 INFO  [restartedMain] [o.a.c.c.C.[Tomcat].[localhost].[/]] - Initializing Spring embedded WebApplicationContext
2023-11-07 16:20:10.422 INFO  [restartedMain] [o.s.b.w.s.c.ServletWebServerApplicationContext] - Root WebApplicationContext: initialization completed in 1082 ms
2023-11-07 16:20:10.499 WARN  [restartedMain] [o.s.b.a.s.s.UserDetailsServiceAutoConfiguration] - 

Using generated security password: 2d312f4e-9399-4eb5-914a-a7dfc3510c59

This generated password is for development use only. Your security configuration must be updated before running your application in production.

2023-11-07 16:20:10.558 INFO  [restartedMain] [o.s.s.web.DefaultSecurityFilterChain] - Will secure any request with [org.springframework.security.web.session.DisableEncodeUrlFilter@27b28e78, org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@5da6f455, org.springframework.security.web.context.SecurityContextPersistenceFilter@59032406, org.springframework.security.web.header.HeaderWriterFilter@7a919e76, org.springframework.security.web.authentication.logout.LogoutFilter@43042518, org.springframework.security.web.authentication.UsernamePasswordAuthenticationFilter@60268161, org.springframework.security.web.session.ConcurrentSessionFilter@49779ec1, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@4c189181, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@7ccdfc99, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@1ba45920, org.springframework.security.web.session.SessionManagementFilter@759f52e8, org.springframework.security.web.access.ExceptionTranslationFilter@4b4b3ed9, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@67c6dec3]
2023-11-07 16:20:10.674 INFO  [restartedMain] [o.s.b.a.w.s.WelcomePageHandlerMapping] - Adding welcome page template: index
2023-11-07 16:20:10.826 INFO  [restartedMain] [o.s.b.d.a.OptionalLiveReloadServer] - LiveReload server is running on port 35729
2023-11-07 16:20:10.834 INFO  [restartedMain] [o.apache.coyote.http11.Http11NioProtocol] - Starting ProtocolHandler ["http-nio-8085"]
2023-11-07 16:20:10.844 INFO  [restartedMain] [o.s.b.w.embedded.tomcat.TomcatWebServer] - Tomcat started on port(s): 8085 (http) with context path ''
2023-11-07 16:20:10.850 INFO  [restartedMain] [com.shop.ShopApplication] - Started ShopApplication in 2.271 seconds (JVM running for 2.68)
2023-11-07 16:20:16.288 INFO  [http-nio-8085-exec-1] [o.a.c.c.C.[Tomcat].[localhost].[/]] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2023-11-07 16:20:16.288 INFO  [http-nio-8085-exec-1] [o.s.web.servlet.DispatcherServlet] - Initializing Servlet 'dispatcherServlet'
2023-11-07 16:20:16.288 INFO  [http-nio-8085-exec-1] [o.s.web.servlet.DispatcherServlet] - Completed initialization in 0 ms
2023-11-07 16:25:48.020 INFO  [background-preinit] [o.h.validator.internal.util.Version] - HV000001: Hibernate Validator 6.2.5.Final
2023-11-07 16:25:48.022 INFO  [restartedMain] [com.shop.ShopApplication] - Starting ShopApplication using Java 17.0.7 on FULL8-006 with PID 2728 (D:\kuyejin\pro05\shop\build\classes\java\main started by db400tea in D:\kuyejin\pro05\shop)
2023-11-07 16:25:48.023 INFO  [restartedMain] [com.shop.ShopApplication] - No active profile set, falling back to 1 default profile: "default"
2023-11-07 16:25:48.156 INFO  [restartedMain] [o.s.b.d.e.DevToolsPropertyDefaultsPostProcessor] - Devtools property defaults active! Set 'spring.devtools.add-properties' to 'false' to disable
2023-11-07 16:25:48.156 INFO  [restartedMain] [o.s.b.d.e.DevToolsPropertyDefaultsPostProcessor] - For additional web related logging consider setting the 'logging.level.web' property to 'DEBUG'
2023-11-07 16:25:48.543 WARN  [restartedMain] [o.m.spring.mapper.ClassPathMapperScanner] - No MyBatis mapper was found in '[com.shop]' package. Please check your configuration.
2023-11-07 16:25:48.761 INFO  [restartedMain] [o.s.b.w.embedded.tomcat.TomcatWebServer] - Tomcat initialized with port(s): 8085 (http)
2023-11-07 16:25:48.765 INFO  [restartedMain] [o.apache.coyote.http11.Http11NioProtocol] - Initializing ProtocolHandler ["http-nio-8085"]
2023-11-07 16:25:48.766 INFO  [restartedMain] [org.apache.catalina.core.StandardService] - Starting service [Tomcat]
2023-11-07 16:25:48.766 INFO  [restartedMain] [org.apache.catalina.core.StandardEngine] - Starting Servlet engine: [Apache Tomcat/9.0.82]
2023-11-07 16:25:48.809 INFO  [restartedMain] [o.a.c.c.C.[Tomcat].[localhost].[/]] - Initializing Spring embedded WebApplicationContext
2023-11-07 16:25:48.809 INFO  [restartedMain] [o.s.b.w.s.c.ServletWebServerApplicationContext] - Root WebApplicationContext: initialization completed in 653 ms
2023-11-07 16:25:48.872 WARN  [restartedMain] [o.s.b.a.s.s.UserDetailsServiceAutoConfiguration] - 

Using generated security password: a19b9749-1916-4f2f-a367-27d94ad9105c

This generated password is for development use only. Your security configuration must be updated before running your application in production.

2023-11-07 16:25:48.923 INFO  [restartedMain] [o.s.s.web.DefaultSecurityFilterChain] - Will secure any request with [org.springframework.security.web.session.DisableEncodeUrlFilter@1bc3d376, org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@33ed9115, org.springframework.security.web.context.SecurityContextPersistenceFilter@b5b8e45, org.springframework.security.web.header.HeaderWriterFilter@1d510417, org.springframework.security.web.authentication.logout.LogoutFilter@4c2994c8, org.springframework.security.web.authentication.UsernamePasswordAuthenticationFilter@341b7302, org.springframework.security.web.session.ConcurrentSessionFilter@2287d862, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@1c9b827, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@724c40ee, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@1e214c91, org.springframework.security.web.session.SessionManagementFilter@2f1f4ccd, org.springframework.security.web.access.ExceptionTranslationFilter@5afbeb64, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@40fcfbba]
2023-11-07 16:25:49.016 INFO  [restartedMain] [o.s.b.a.w.s.WelcomePageHandlerMapping] - Adding welcome page template: index
2023-11-07 16:25:49.162 INFO  [restartedMain] [o.s.b.d.a.OptionalLiveReloadServer] - LiveReload server is running on port 35729
2023-11-07 16:25:49.171 INFO  [restartedMain] [o.apache.coyote.http11.Http11NioProtocol] - Starting ProtocolHandler ["http-nio-8085"]
2023-11-07 16:25:49.181 INFO  [restartedMain] [o.s.b.w.embedded.tomcat.TomcatWebServer] - Tomcat started on port(s): 8085 (http) with context path ''
2023-11-07 16:25:49.187 INFO  [restartedMain] [com.shop.ShopApplication] - Started ShopApplication in 1.328 seconds (JVM running for 1.719)
2023-11-07 16:25:53.608 INFO  [http-nio-8085-exec-1] [o.a.c.c.C.[Tomcat].[localhost].[/]] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2023-11-07 16:25:53.608 INFO  [http-nio-8085-exec-1] [o.s.web.servlet.DispatcherServlet] - Initializing Servlet 'dispatcherServlet'
2023-11-07 16:25:53.608 INFO  [http-nio-8085-exec-1] [o.s.web.servlet.DispatcherServlet] - Completed initialization in 0 ms
2023-11-07 16:31:04.695 INFO  [restartedMain] [com.shop.ShopApplication] - Starting ShopApplication using Java 17.0.7 on FULL8-006 with PID 26576 (D:\kuyejin\pro05\shop\build\classes\java\main started by db400tea in D:\kuyejin\pro05\shop)
2023-11-07 16:31:04.698 INFO  [restartedMain] [com.shop.ShopApplication] - No active profile set, falling back to 1 default profile: "default"
2023-11-07 16:31:04.698 INFO  [background-preinit] [o.h.validator.internal.util.Version] - HV000001: Hibernate Validator 6.2.5.Final
2023-11-07 16:31:04.876 INFO  [restartedMain] [o.s.b.d.e.DevToolsPropertyDefaultsPostProcessor] - Devtools property defaults active! Set 'spring.devtools.add-properties' to 'false' to disable
2023-11-07 16:31:04.876 INFO  [restartedMain] [o.s.b.d.e.DevToolsPropertyDefaultsPostProcessor] - For additional web related logging consider setting the 'logging.level.web' property to 'DEBUG'
2023-11-07 16:31:05.529 WARN  [restartedMain] [o.m.spring.mapper.ClassPathMapperScanner] - No MyBatis mapper was found in '[com.shop]' package. Please check your configuration.
2023-11-07 16:31:05.882 INFO  [restartedMain] [o.s.b.w.embedded.tomcat.TomcatWebServer] - Tomcat initialized with port(s): 8085 (http)
2023-11-07 16:31:05.889 INFO  [restartedMain] [o.apache.coyote.http11.Http11NioProtocol] - Initializing ProtocolHandler ["http-nio-8085"]
2023-11-07 16:31:05.890 INFO  [restartedMain] [org.apache.catalina.core.StandardService] - Starting service [Tomcat]
2023-11-07 16:31:05.891 INFO  [restartedMain] [org.apache.catalina.core.StandardEngine] - Starting Servlet engine: [Apache Tomcat/9.0.82]
2023-11-07 16:31:05.966 INFO  [restartedMain] [o.a.c.c.C.[Tomcat].[localhost].[/]] - Initializing Spring embedded WebApplicationContext
2023-11-07 16:31:05.966 INFO  [restartedMain] [o.s.b.w.s.c.ServletWebServerApplicationContext] - Root WebApplicationContext: initialization completed in 1090 ms
2023-11-07 16:31:06.053 WARN  [restartedMain] [o.s.b.a.s.s.UserDetailsServiceAutoConfiguration] - 

Using generated security password: 7c2d7547-32b2-48e0-8c87-a036803c573d

This generated password is for development use only. Your security configuration must be updated before running your application in production.

2023-11-07 16:31:06.118 INFO  [restartedMain] [o.s.s.web.DefaultSecurityFilterChain] - Will secure any request with [org.springframework.security.web.session.DisableEncodeUrlFilter@2195b68d, org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@5dd79f96, org.springframework.security.web.context.SecurityContextPersistenceFilter@43f6a305, org.springframework.security.web.header.HeaderWriterFilter@3e5ea90f, org.springframework.security.web.authentication.logout.LogoutFilter@2a117239, org.springframework.security.web.authentication.UsernamePasswordAuthenticationFilter@7f6980ea, org.springframework.security.web.session.ConcurrentSessionFilter@467170da, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@3ffe2b0c, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@2062c4d2, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@90ec6ea, org.springframework.security.web.session.SessionManagementFilter@7969916a, org.springframework.security.web.access.ExceptionTranslationFilter@7fc8b3e9, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@557afb54]
2023-11-07 16:31:06.254 INFO  [restartedMain] [o.s.b.a.w.s.WelcomePageHandlerMapping] - Adding welcome page template: index
2023-11-07 16:31:06.413 INFO  [restartedMain] [o.s.b.d.a.OptionalLiveReloadServer] - LiveReload server is running on port 35729
2023-11-07 16:31:06.422 INFO  [restartedMain] [o.apache.coyote.http11.Http11NioProtocol] - Starting ProtocolHandler ["http-nio-8085"]
2023-11-07 16:31:06.432 INFO  [restartedMain] [o.s.b.w.embedded.tomcat.TomcatWebServer] - Tomcat started on port(s): 8085 (http) with context path ''
2023-11-07 16:31:06.438 INFO  [restartedMain] [com.shop.ShopApplication] - Started ShopApplication in 1.992 seconds (JVM running for 2.496)
2023-11-07 16:31:07.423 INFO  [http-nio-8085-exec-1] [o.a.c.c.C.[Tomcat].[localhost].[/]] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2023-11-07 16:31:07.423 INFO  [http-nio-8085-exec-1] [o.s.web.servlet.DispatcherServlet] - Initializing Servlet 'dispatcherServlet'
2023-11-07 16:31:07.424 INFO  [http-nio-8085-exec-1] [o.s.web.servlet.DispatcherServlet] - Completed initialization in 1 ms
2023-11-07 16:32:55.924 INFO  [background-preinit] [o.h.validator.internal.util.Version] - HV000001: Hibernate Validator 6.2.5.Final
2023-11-07 16:32:55.928 INFO  [restartedMain] [com.shop.ShopApplication] - Starting ShopApplication using Java 17.0.7 on FULL8-006 with PID 19808 (D:\kuyejin\pro05\shop\build\classes\java\main started by db400tea in D:\kuyejin\pro05\shop)
2023-11-07 16:32:55.929 INFO  [restartedMain] [com.shop.ShopApplication] - No active profile set, falling back to 1 default profile: "default"
2023-11-07 16:32:56.063 INFO  [restartedMain] [o.s.b.d.e.DevToolsPropertyDefaultsPostProcessor] - Devtools property defaults active! Set 'spring.devtools.add-properties' to 'false' to disable
2023-11-07 16:32:56.063 INFO  [restartedMain] [o.s.b.d.e.DevToolsPropertyDefaultsPostProcessor] - For additional web related logging consider setting the 'logging.level.web' property to 'DEBUG'
2023-11-07 16:32:56.545 WARN  [restartedMain] [o.m.spring.mapper.ClassPathMapperScanner] - No MyBatis mapper was found in '[com.shop]' package. Please check your configuration.
2023-11-07 16:32:56.779 INFO  [restartedMain] [o.s.b.w.embedded.tomcat.TomcatWebServer] - Tomcat initialized with port(s): 8085 (http)
2023-11-07 16:32:56.783 INFO  [restartedMain] [o.apache.coyote.http11.Http11NioProtocol] - Initializing ProtocolHandler ["http-nio-8085"]
2023-11-07 16:32:56.784 INFO  [restartedMain] [org.apache.catalina.core.StandardService] - Starting service [Tomcat]
2023-11-07 16:32:56.784 INFO  [restartedMain] [org.apache.catalina.core.StandardEngine] - Starting Servlet engine: [Apache Tomcat/9.0.82]
2023-11-07 16:32:56.829 INFO  [restartedMain] [o.a.c.c.C.[Tomcat].[localhost].[/]] - Initializing Spring embedded WebApplicationContext
2023-11-07 16:32:56.829 INFO  [restartedMain] [o.s.b.w.s.c.ServletWebServerApplicationContext] - Root WebApplicationContext: initialization completed in 766 ms
2023-11-07 16:32:56.892 WARN  [restartedMain] [o.s.b.a.s.s.UserDetailsServiceAutoConfiguration] - 

Using generated security password: 7ab59884-fca5-4a42-9363-d53b7fdf240b

This generated password is for development use only. Your security configuration must be updated before running your application in production.

2023-11-07 16:32:56.948 INFO  [restartedMain] [o.s.s.web.DefaultSecurityFilterChain] - Will secure any request with [org.springframework.security.web.session.DisableEncodeUrlFilter@5da6f455, org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@1ba45920, org.springframework.security.web.context.SecurityContextPersistenceFilter@2cf73871, org.springframework.security.web.header.HeaderWriterFilter@67300521, org.springframework.security.web.authentication.logout.LogoutFilter@7969916a, org.springframework.security.web.authentication.UsernamePasswordAuthenticationFilter@3395aaa6, org.springframework.security.web.session.ConcurrentSessionFilter@6e51cbcd, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@7ccdfc99, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@3caed412, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@448c2636, org.springframework.security.web.session.SessionManagementFilter@243aed30, org.springframework.security.web.access.ExceptionTranslationFilter@3cdda53e, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@42af82cb]
2023-11-07 16:32:57.042 INFO  [restartedMain] [o.s.b.a.w.s.WelcomePageHandlerMapping] - Adding welcome page template: index
2023-11-07 16:32:57.192 INFO  [restartedMain] [o.s.b.d.a.OptionalLiveReloadServer] - LiveReload server is running on port 35729
2023-11-07 16:32:57.201 INFO  [restartedMain] [o.apache.coyote.http11.Http11NioProtocol] - Starting ProtocolHandler ["http-nio-8085"]
2023-11-07 16:32:57.210 INFO  [restartedMain] [o.s.b.w.embedded.tomcat.TomcatWebServer] - Tomcat started on port(s): 8085 (http) with context path ''
2023-11-07 16:32:57.217 INFO  [restartedMain] [com.shop.ShopApplication] - Started ShopApplication in 1.459 seconds (JVM running for 1.857)
2023-11-07 16:32:58.611 INFO  [http-nio-8085-exec-1] [o.a.c.c.C.[Tomcat].[localhost].[/]] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2023-11-07 16:32:58.611 INFO  [http-nio-8085-exec-1] [o.s.web.servlet.DispatcherServlet] - Initializing Servlet 'dispatcherServlet'
2023-11-07 16:32:58.612 INFO  [http-nio-8085-exec-1] [o.s.web.servlet.DispatcherServlet] - Completed initialization in 1 ms
2023-11-07 16:33:48.702 INFO  [restartedMain] [com.shop.ShopApplication] - Starting ShopApplication using Java 17.0.7 on FULL8-006 with PID 18068 (D:\kuyejin\pro05\shop\build\classes\java\main started by db400tea in D:\kuyejin\pro05\shop)
2023-11-07 16:33:48.702 INFO  [background-preinit] [o.h.validator.internal.util.Version] - HV000001: Hibernate Validator 6.2.5.Final
2023-11-07 16:33:48.705 INFO  [restartedMain] [com.shop.ShopApplication] - No active profile set, falling back to 1 default profile: "default"
2023-11-07 16:33:48.951 INFO  [restartedMain] [o.s.b.d.e.DevToolsPropertyDefaultsPostProcessor] - Devtools property defaults active! Set 'spring.devtools.add-properties' to 'false' to disable
2023-11-07 16:33:48.952 INFO  [restartedMain] [o.s.b.d.e.DevToolsPropertyDefaultsPostProcessor] - For additional web related logging consider setting the 'logging.level.web' property to 'DEBUG'
2023-11-07 16:33:49.553 WARN  [restartedMain] [o.m.spring.mapper.ClassPathMapperScanner] - No MyBatis mapper was found in '[com.shop]' package. Please check your configuration.
2023-11-07 16:33:49.870 INFO  [restartedMain] [o.s.b.w.embedded.tomcat.TomcatWebServer] - Tomcat initialized with port(s): 8085 (http)
2023-11-07 16:33:49.879 INFO  [restartedMain] [o.apache.coyote.http11.Http11NioProtocol] - Initializing ProtocolHandler ["http-nio-8085"]
2023-11-07 16:33:49.880 INFO  [restartedMain] [org.apache.catalina.core.StandardService] - Starting service [Tomcat]
2023-11-07 16:33:49.881 INFO  [restartedMain] [org.apache.catalina.core.StandardEngine] - Starting Servlet engine: [Apache Tomcat/9.0.82]
2023-11-07 16:33:49.961 INFO  [restartedMain] [o.a.c.c.C.[Tomcat].[localhost].[/]] - Initializing Spring embedded WebApplicationContext
2023-11-07 16:33:49.961 INFO  [restartedMain] [o.s.b.w.s.c.ServletWebServerApplicationContext] - Root WebApplicationContext: initialization completed in 1009 ms
2023-11-07 16:33:50.077 WARN  [restartedMain] [o.s.b.a.s.s.UserDetailsServiceAutoConfiguration] - 

Using generated security password: ca83fed2-dad4-4388-8d51-cb5c77e3efc3

This generated password is for development use only. Your security configuration must be updated before running your application in production.

2023-11-07 16:33:50.151 INFO  [restartedMain] [o.s.b.a.w.s.WelcomePageHandlerMapping] - Adding welcome page template: index
2023-11-07 16:33:50.253 INFO  [restartedMain] [o.s.s.web.DefaultSecurityFilterChain] - Will secure any request with [org.springframework.security.web.session.DisableEncodeUrlFilter@590dfb23, org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@4bd5c5a5, org.springframework.security.web.context.SecurityContextPersistenceFilter@21731552, org.springframework.security.web.header.HeaderWriterFilter@40b1025a, org.springframework.security.web.authentication.logout.LogoutFilter@79250daa, org.springframework.security.web.authentication.UsernamePasswordAuthenticationFilter@ff6f88c, org.springframework.security.web.session.ConcurrentSessionFilter@48853af5, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@3a6f355a, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@2f255d3d, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@65c6092, org.springframework.security.web.session.SessionManagementFilter@40a0cbf6, org.springframework.security.web.access.ExceptionTranslationFilter@3a5671c1, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@3741cc30]
2023-11-07 16:33:50.449 INFO  [restartedMain] [o.s.b.d.a.OptionalLiveReloadServer] - LiveReload server is running on port 35729
2023-11-07 16:33:50.459 INFO  [restartedMain] [o.apache.coyote.http11.Http11NioProtocol] - Starting ProtocolHandler ["http-nio-8085"]
2023-11-07 16:33:50.470 INFO  [restartedMain] [o.s.b.w.embedded.tomcat.TomcatWebServer] - Tomcat started on port(s): 8085 (http) with context path ''
2023-11-07 16:33:50.476 INFO  [restartedMain] [com.shop.ShopApplication] - Started ShopApplication in 2.014 seconds (JVM running for 2.564)
2023-11-07 16:33:50.499 INFO  [http-nio-8085-exec-1] [o.a.c.c.C.[Tomcat].[localhost].[/]] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2023-11-07 16:33:50.499 INFO  [http-nio-8085-exec-1] [o.s.web.servlet.DispatcherServlet] - Initializing Servlet 'dispatcherServlet'
2023-11-07 16:33:50.500 INFO  [http-nio-8085-exec-1] [o.s.web.servlet.DispatcherServlet] - Completed initialization in 1 ms
2023-11-07 16:49:15.756 INFO  [background-preinit] [o.h.validator.internal.util.Version] - HV000001: Hibernate Validator 6.2.5.Final
2023-11-07 16:49:15.760 INFO  [restartedMain] [com.shop.ShopApplication] - Starting ShopApplication using Java 17.0.7 on FULL8-006 with PID 5940 (D:\kuyejin\pro05\shop\build\classes\java\main started by db400tea in D:\kuyejin\pro05\shop)
2023-11-07 16:49:15.760 INFO  [restartedMain] [com.shop.ShopApplication] - No active profile set, falling back to 1 default profile: "default"
2023-11-07 16:49:15.946 INFO  [restartedMain] [o.s.b.d.e.DevToolsPropertyDefaultsPostProcessor] - Devtools property defaults active! Set 'spring.devtools.add-properties' to 'false' to disable
2023-11-07 16:49:15.946 INFO  [restartedMain] [o.s.b.d.e.DevToolsPropertyDefaultsPostProcessor] - For additional web related logging consider setting the 'logging.level.web' property to 'DEBUG'
2023-11-07 16:49:16.364 WARN  [restartedMain] [o.m.spring.mapper.ClassPathMapperScanner] - No MyBatis mapper was found in '[com.shop]' package. Please check your configuration.
2023-11-07 16:49:16.586 INFO  [restartedMain] [o.s.b.w.embedded.tomcat.TomcatWebServer] - Tomcat initialized with port(s): 8085 (http)
2023-11-07 16:49:16.590 INFO  [restartedMain] [o.apache.coyote.http11.Http11NioProtocol] - Initializing ProtocolHandler ["http-nio-8085"]
2023-11-07 16:49:16.591 INFO  [restartedMain] [org.apache.catalina.core.StandardService] - Starting service [Tomcat]
2023-11-07 16:49:16.591 INFO  [restartedMain] [org.apache.catalina.core.StandardEngine] - Starting Servlet engine: [Apache Tomcat/9.0.82]
2023-11-07 16:49:16.634 INFO  [restartedMain] [o.a.c.c.C.[Tomcat].[localhost].[/]] - Initializing Spring embedded WebApplicationContext
